Unnamed: 0,transaction_id,description,trnref,dob_new,price_new,customer_type,age_group,item_type,class_name,subclass_name,nova,standard_uom,uom_criteria,conversion,price_uom,class_name_uom
700,001_003-267,AFIA JUICE MIXED FRUIT 300ML,267,,50.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,300ML,0.3,166.66666666666669,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
701,001_003-268,RICE 2KG LONG GRAIN,268,,225.0,No-Loyalty card,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,2KG,2.0,112.5,CEREAL GRAINS (KGS)
702,001_003-268,H.O.MANJI GINGER COOKIES 500G PKT,268,,220.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,KGS,500G,0.5,440.0,"COOKIES, BISCUITS AND WAFERS (KGS)"
703,001_003-268,INDOMIE BEEF NOODLES 5IN1 70G*5,268,,99.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,70G*5,0.35,282.8571428571429,NOODLES (KGS)
704,001_003-268,CLUB SODA LEMON & LIME 1.25L,268,,90.0,No-Loyalty card,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,1.25L,1.25,72.0,SODAS AND CARBONATED DRINKS (LTRS)
705,001_003-268,WHITE BREAD 600G,268,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
706,001_003-269,AJAB HOME BAKING 2KG,269,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
707,001_003-269,BRAVA MALT COFEE CAPUCINO 300ML,269,,34.0,No-Loyalty card,,Food Item,MALT DRINKS,MALT DRINKS,Processed foods,LTRS,300ML,0.3,113.33333333333334,MALT DRINKS (LTRS)
708,001_003-270,CREAM MARBLE SLICE 200G,270,,100.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,500.0,MARBLE CAKES (KGS)
709,001_003-271,WOW CHEESE N ONION 100G,271,,50.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,CORN PUFFS,Ultra-processed foods,KGS,100G,0.1,500.0,SWEET AND SAVOURY SNACKS (KGS)
710,001_003-271,CRIBAZ SALTED CRISPS 50G/45G NORDA,271,,40.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,50G,0.05,800.0,SWEET AND SAVOURY SNACKS (KGS)
711,001_003-271,MUFFIN PLAIN 6 PACK 300G J/SUPER,271,,95.0,No-Loyalty card,,Food Item,CUPCAKES/MUFFINS/QUEENCAKES,MUFFINS,Ultra-processed foods,KGS,300G,0.3,316.6666666666667,CUPCAKES/MUFFINS/QUEENCAKES (KGS)
712,001_003-272,QUEEN CAKE 4 PACK 135G J/SUPER,272,,45.0,No-Loyalty card,,Food Item,CUPCAKES/MUFFINS/QUEENCAKES,QUEENCAKES,Ultra-processed foods,KGS,135G,0.135,333.3333333333333,CUPCAKES/MUFFINS/QUEENCAKES (KGS)
713,001_003-273,MB GARLIC IMPORTED /KG -SNOW WHT,273,,20.3,No-Loyalty card,,Food Item,HERBS AND SPICES,SPICES - GARLIC,Unprocessed/Minimally processed foods,KGS, /KG,1.0,290.0,HERBS AND SPICES (KGS)
714,001_003-273,DL PILAU /KG,273,,88.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED PILAU,Ultra-processed foods,KGS, /KG,1.0,400.0,FAST FOODS (KGS)
715,001_003-274,FAMILA UJIMIX 1KG,274,,114.0,No-Loyalty card,,Food Item,RED MILLET FLOUR,RED MILLET FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,114.0,RED MILLET FLOUR (KGS)
716,001_003-274,TIC TAC INTENSE MINT 16GM,274,,50.0,No-Loyalty card,,Food Item,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,KGS,16GM,0.016,3125.0,CANDY AND CONFECTIONERY (KGS)
717,001_003-275,PEPTANG ORANGE MARMADE 500G PET,275,,154.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,MARMALADE,Ultra-processed foods,KGS,500G,0.5,308.0,JAM/OTHER SPREADS (KGS)
718,001_003-275,CHIGS SALTED CRISPS 100G PLN,275,,79.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,100G,0.1,790.0,SWEET AND SAVOURY SNACKS (KGS)
719,001_003-275,SAVANAH LEMON 2L,275,,250.0,No-Loyalty card,,Food Item,DILUTING JUICE,SQUASHES,Ultra-processed foods,LTRS,2L,2.0,125.0,DILUTING JUICE (LTRS)
720,001_003-275,DELICIOUS DELIGHT MANDAZI 200GM,275,,29.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,200GM,0.2,145.0,PASTRIES (KGS)
721,001_003-275,DAZ GINGER FLAVOUR 180G MILL,275,,40.0,No-Loyalty card,,Food Item,MILK DRINKS,FLAVOURED MILK,Ultra-processed foods,KGS,180G,0.18,222.22222222222223,MILK DRINKS (KGS)
722,001_003-275,QUEEN CAKE 1PC,275,,20.0,No-Loyalty card,,Food Item,CUPCAKES/MUFFINS/QUEENCAKES,CUPCAKES,Ultra-processed foods,PCS,,,20.0,CUPCAKES/MUFFINS/QUEENCAKES (PCS)
723,001_003-277,KINANGOP STRAWBERRY YOGHURT CUP 150ML,277,,31.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,150ML,0.15,206.66666666666669,FLAVOURED/FRUIT YOGHURT (LTRS)
724,001_003-278,AJAB MAIZE MEAL 2KG,278,,112.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,56.0,MAIZE/CORN FLOUR (KGS)
725,001_003-278,WHITE BREAD 400G.,278,,39.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
726,001_003-278,WHITE BREAD 600G,278,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
727,001_003-279,TWO TEN MAIZE MEAL 2KG,279,,100.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,50.0,MAIZE/CORN FLOUR (KGS)
728,001_003-279,KABRAS SUGAR 500G WHITE,279,,65.0,No-Loyalty card,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,500G,0.5,130.0,SUGAR (KGS)
729,001_003-280,BROADWAYS WHITE BREAD 800G,280,,90.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,800G,0.8,112.5,BREADS (KGS)
730,001_003-280,DELICIOUS DELIGHT MANDAZI 200GM,280,,29.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,200GM,0.2,145.0,PASTRIES (KGS)
731,001_003-281,QUENCHER TANGERINE 1.5L,281,,182.0,No-Loyalty card,,Food Item,DILUTING JUICE,CORDIALS,Ultra-processed foods,LTRS,5L,5.0,36.4,DILUTING JUICE (LTRS)
732,001_003-284,PIKA VEG OIL 1L,284,,178.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,1L,1.0,178.0,COOKING OIL (LTRS)
733,001_003-284,BUTTERFLY STD SPAGHETTI 400*3G V/PACK,284,,125.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400*3G,1.2,104.16666666666669,PASTAS (KGS)
734,001_003-284,CLUB SODA COLA 1.25L,284,,90.0,No-Loyalty card,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,1.25L,1.25,72.0,SODAS AND CARBONATED DRINKS (LTRS)
735,001_003-284,FESTIVE SUPREME WHOLE MEAL BREAD 400G,284,,49.0,No-Loyalty card,,Food Item,BREADS,BROWN BREAD,Ultra-processed foods,KGS,400G,0.4,122.5,BREADS (KGS)
736,001_003-284,TAMU WHITE BREAD 400G,284,,49.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,122.5,BREADS (KGS)
737,001_003-286,PIKA VEG OIL 1L,286,,178.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,1L,1.0,178.0,COOKING OIL (LTRS)
738,001_003-286,NDOVU HOME BAKING 2KG,286,,114.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,57.0,WHEAT FLOUR (KGS)
739,001_003-286,PEMBE MAIZE 2KG,286,,98.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,49.0,MAIZE/CORN FLOUR (KGS)
740,001_003-286,MHOGO FOODS CASSAVA FLOUR 1KG,286,,139.0,No-Loyalty card,,Food Item,CASSAVA FLOUR,CASSAVA FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,139.0,CASSAVA FLOUR (KGS)
741,001_003-286,SPAGHETTI DAAWAT BLUE LABEL B2G1 400G,286,,234.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400G,0.4,585.0,PASTAS (KGS)
742,001_003-286,BUTTERFLY PREM SPAGHETTI 400*3G V/PACK,286,,182.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400*3G,1.2,151.66666666666669,PASTAS (KGS)
743,001_003-286,PEPTANG MIXED FRUIT POWER 500G PET,286,,165.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,500G,0.5,330.0,JAM/OTHER SPREADS (KGS)
744,001_003-286,PEPTANG S-BERRY JAM 500G PET,286,,154.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,500G,0.5,308.0,JAM/OTHER SPREADS (KGS)
745,001_003-286,INDOMIE CHICKEN NOODLES 5 IN 1,286,,100.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,,,100.0,NOODLES (KGS)
746,001_003-286,INDOMIE BEEF NOODLES 5IN1 70G*5,286,,99.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,70G*5,0.35,282.8571428571429,NOODLES (KGS)
747,001_003-286,WHITE BREAD 600G,286,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
748,001_003-287,KENYLON S/BERRY JAM 250G PET JAR,287,,83.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,250G,0.25,332.0,JAM/OTHER SPREADS (KGS)
749,001_003-288,AJAB HOME BAKING 2KG,288,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
750,001_003-288,AJAB MAIZE MEAL 2KG,288,,112.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,56.0,MAIZE/CORN FLOUR (KGS)
751,001_003-288,H.O.MANJI MARIE 200G,288,,90.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,200G,0.2,450.0,"COOKIES, BISCUITS AND WAFERS (KGS)"
752,001_003-288,KENSALT TABLE SALT 2KG,288,,62.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,2KG,2.0,31.0,SALT (KGS)
753,001_003-288,SODA FANTA BLACKCURRANT 2L PL,288,,180.0,No-Loyalty card,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,2L,2.0,90.0,SODAS AND CARBONATED DRINKS (LTRS)
754,001_003-288,WHITE BREAD 400G.,288,,39.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
755,001_003-288,BROWN BREAD 400G,288,,39.0,No-Loyalty card,,Food Item,BREADS,BROWN BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
756,001_003-289,K.C.C. MALA PLAIN 1L BTL,289,,130.0,No-Loyalty card,,Food Item,NATURAL/PLAIN FERMENTED MILK,NATURAL/PLAIN FERMENTED MILK,Unprocessed/Minimally processed foods,LTRS,1L,1.0,130.0,NATURAL/PLAIN FERMENTED MILK (LTRS)
757,001_003-289,PEMBE WHEAT 2KG,289,,107.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,53.5,WHEAT FLOUR (KGS)
758,001_003-289,WEETABIX GIANT 900G/850G,289,,595.0,No-Loyalty card,,Food Item,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,KGS,900G,0.9,661.1111111111111,BREAKFAST CEREALS (KGS)
759,001_003-289,CADBURY LUNCH BAR MAX 62G,289,,118.0,No-Loyalty card,,Food Item,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,KGS,62G,0.062,1903.225806451613,CHOCOLATE (KGS)
760,001_003-289,PEPTANG TOMATO SAUCE 1KG,289,,160.0,No-Loyalty card,,Food Item,TABLE SAUCES,TOMATO SAUCE,Ultra-processed foods,KGS,1KG,1.0,160.0,TABLE SAUCES (KGS)
761,001_003-289,RIBENA 600ML,289,,325.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,600ML,0.6,541.6666666666667,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
762,001_003-289,RIBENA RTD B/CURRANT 500ML PET,289,,110.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,500ML,0.5,220.0,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
763,001_003-289,BROADWAYS WHITE BREAD 400G,289,,43.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,107.5,BREADS (KGS)
764,001_003-289,MINI HEARTS 150G M/BAKERS,289,,46.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,150G,0.15,306.6666666666667,MARBLE CAKES (KGS)
765,001_003-290,AJAB HOME BAKING 2KG,290,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
766,001_003-290,NUVITA SUNBIX MALTY S/CAKE 36X75GMS,290,,27.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,36X75GMS,2.7,10.0,"COOKIES, BISCUITS AND WAFERS (KGS)"
767,001_003-290,NUVITA BISCUIT BRAVO G 75G,290,,27.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,75G,0.075,360.0,"COOKIES, BISCUITS AND WAFERS (KGS)"
768,001_003-290,KENSALT TABLE SALT 2KG,290,,62.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,2KG,2.0,31.0,SALT (KGS)
769,001_003-290,BRANDED SUGAR 1KG BROWN,290,,110.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,110.0,SUGAR (KGS)
770,001_003-290,BRANDED SUGAR 2KG BROWN,290,,210.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
771,001_003-290,SAVANAH PUNCH 1.5L,290,,185.0,No-Loyalty card,,Food Item,DILUTING JUICE,SQUASHES,Ultra-processed foods,LTRS,5L,5.0,37.0,DILUTING JUICE (LTRS)
772,001_003-290,AFIA JUICE MANGO 1.5LTR PET,290,,160.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,1.5LTR,1.5,106.66666666666669,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
773,001_003-290,AJAB ATTA MARK 2KG,290,,118.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR - ATTA,Unprocessed/Minimally processed foods,KGS,2KG,2.0,59.0,WHEAT FLOUR (KGS)
774,001_003-290,AJAB MANDAZI FLOUR 2KG,290,,118.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,59.0,WHEAT FLOUR (KGS)
775,001_003-291,INDOMIE SUPA MOJO NOODLES 120G,291,,30.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,120G,0.12,250.0,NOODLES (KGS)
776,001_003-291,WHITE BREAD 600G,291,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
777,001_003-292,RINA VEGE OIL 10L,292,,1454.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,10L,10.0,145.4,COOKING OIL (LTRS)
778,001_003-292,SPAGHETTI SANTA MARIA 400G,292,,95.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400G,0.4,237.5,PASTAS (KGS)
779,001_003-292,ROYCO BEEF CUBES 4GX40X24,292,,98.0,No-Loyalty card,,Food Item,SOUP FLAVOUR CUBES & MIXES,SOUP FLAVOUR BEEF CUBES,Ultra-processed foods,KGS,4GX40X24,3.84,25.520833333333336,SOUP FLAVOUR CUBES & MIXES (KGS)
780,001_003-292,CLOVERS CHILLI SAUCE 140G,292,,45.0,No-Loyalty card,,Food Item,TABLE SAUCES,CHILLI/HOT SAUCE,Ultra-processed foods,KGS,140G,0.14,321.4285714285714,TABLE SAUCES (KGS)
781,001_003-292,SODA FANTA BLACKCURRANT 2L PL,292,,180.0,No-Loyalty card,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,2L,2.0,90.0,SODAS AND CARBONATED DRINKS (LTRS)
782,001_003-292,FESTIVE WHITE BREAD 800G,292,,90.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,800G,0.8,112.5,BREADS (KGS)
783,001_003-293,MB APPLE CRISP PINK 1PC LARGE 165/CTN,293,,25.0,No-Loyalty card,,Food Item,FRUITS,APPLES,Unprocessed/Minimally processed foods,PCS,,,25.0,FRUITS (PCS)
784,001_003-293,DL BEEF FRY 1KG,293,,196.00000000000003,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED BEEF,Ultra-processed foods,KGS,1KG,1.0,700.0,FAST FOODS (KGS)
785,001_003-293,DL PILAU /KG,293,,104.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED PILAU,Ultra-processed foods,KGS, /KG,1.0,400.0,FAST FOODS (KGS)
786,001_003-294,KENSALT TABLE SALT 2KG,294,,62.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,2KG,2.0,31.0,SALT (KGS)
787,001_003-296,FRESH FRI 2L,296,,335.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,167.5,COOKING OIL (LTRS)
788,001_003-296,PEMBE WHEAT 2KG,296,,107.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,53.5,WHEAT FLOUR (KGS)
789,001_003-296,KIFARU HOME BAKING 2KG,296,,117.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,58.5,WHEAT FLOUR (KGS)
790,001_003-296,KENSALT TABLE SALT 500G,296,,17.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,500G,0.5,34.0,SALT (KGS)
791,001_003-297,YEGO MILK BISC. 75G,297,,20.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,75G,0.075,266.6666666666667,"COOKIES, BISCUITS AND WAFERS (KGS)"
792,001_003-298,KINANGOP STRAWBERRY YOGHURT 1LTR,298,,151.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,1LTR,1.0,151.0,FLAVOURED/FRUIT YOGHURT (LTRS)
793,001_003-298,TWO TEN MAIZE MEAL 2KG,298,,100.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,50.0,MAIZE/CORN FLOUR (KGS)
794,001_003-298,BRANDED SUGAR 2KG BROWN,298,,210.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
795,001_003-298,EDEN T/BAG ENV. 25X2G (50G) LEMON,298,,103.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,50G,0.05,2060.0,TEA (KGS)
796,001_003-298,FARAJA PREM TEA 100G SAT,298,,43.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,430.0,TEA (KGS)
797,001_003-299,FRESHA MAISHA LONG LIFE 200ML TCA,299,,23.0,No-Loyalty card,,Food Item,WHOLE MILK,LONG LIFE/UHT MILK,Unprocessed/Minimally processed foods,LTRS,200ML,0.2,115.0,WHOLE MILK (LTRS)
798,001_003-299,INDO MIE JUMBO CHICKEN FLAVOUR 120G,299,,30.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,120G,0.12,250.0,NOODLES (KGS)
799,001_003-299,INDOMIE BEEF JUMBO 120G,299,,30.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,120G,0.12,250.0,NOODLES (KGS)
800,001_003-300,DL PILAU /KG,300,,204.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED PILAU,Ultra-processed foods,KGS, /KG,1.0,400.0,FAST FOODS (KGS)
801,001_003-301,TILY 500G TUB,301,,98.0,No-Loyalty card,,Food Item,COOKING FAT,VEGETABLE FAT,Processed Culinary Ingredients,KGS,500G,0.5,196.0,COOKING FAT (KGS)
802,001_003-301,K.C.C FRESH MILK WHOLE 500ML FINO,301,,52.0,No-Loyalty card,,Food Item,WHOLE MILK,FRESH MILK,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,104.0,WHOLE MILK (LTRS)
803,001_003-301,EXE CHAPATI FLOUR 2KG,301,,123.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,61.5,WHEAT FLOUR (KGS)
804,001_003-301,CREAM MARBLE SLICE 200G,301,,100.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,500.0,MARBLE CAKES (KGS)
805,001_003-303,YEGO MILK BISC. 75G,303,,20.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,75G,0.075,266.6666666666667,"COOKIES, BISCUITS AND WAFERS (KGS)"
806,001_003-303,WOW SUGARED 100G,303,,50.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,CORN PUFFS,Ultra-processed foods,KGS,100G,0.1,500.0,SWEET AND SAVOURY SNACKS (KGS)
807,001_003-303,QUENCHER TANGERINE 2L,303,,219.0,No-Loyalty card,,Food Item,DILUTING JUICE,CORDIALS,Ultra-processed foods,LTRS,2L,2.0,109.5,DILUTING JUICE (LTRS)
808,001_003-303,CLUB SODA COLA 500ML,303,,50.0,No-Loyalty card,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,500ML,0.5,100.0,SODAS AND CARBONATED DRINKS (LTRS)
809,001_003-303,HEART DELI 300G MILL BAKERS,303,,75.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,300G,0.3,250.0,MARBLE CAKES (KGS)
810,001_003-303,AJAB MANDAZI FLOUR 1KG,303,,60.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,60.0,WHEAT FLOUR (KGS)
811,001_003-304,HEX FANCY CAKE 500G,304,,125.0,No-Loyalty card,,Food Item,CAKES,CAKES,Ultra-processed foods,KGS,500G,0.5,250.0,CAKES (KGS)
812,001_003-304,WHITE BREAD 600G,304,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
813,001_003-305,FESTIVE BROWN BREAD 600G,305,,70.0,No-Loyalty card,,Food Item,BREADS,BROWN BREAD,Ultra-processed foods,KGS,600G,0.6,116.66666666666669,BREADS (KGS)
814,001_003-306,COWBOY 500G,306,,95.0,No-Loyalty card,,Food Item,COOKING FAT,VEGETABLE FAT,Processed Culinary Ingredients,KGS,500G,0.5,190.0,COOKING FAT (KGS)
815,001_003-306,KCC G/C LACTOSE FREE TFA 500ML,306,,70.0,No-Loyalty card,,Food Item,WHOLE MILK,LACTOSE FREE MILK,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,140.0,WHOLE MILK (LTRS)
816,001_003-306,AJAB HOME BAKING 2KG,306,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
817,001_003-306,PEPTANG TOMATO SAUCE 250G,306,,55.0,No-Loyalty card,,Food Item,TABLE SAUCES,TOMATO SAUCE,Ultra-processed foods,KGS,250G,0.25,220.0,TABLE SAUCES (KGS)
818,001_003-306,CLOVERS HOT N SWEET SAUCE 250G,306,,59.0,No-Loyalty card,,Food Item,TABLE SAUCES,CHILLI/HOT SAUCE,Ultra-processed foods,KGS,250G,0.25,236.0,TABLE SAUCES (KGS)
